,Text,Label,whissel_pls,whissel_act,whissel_img
332,"@ChinaDaily @zlj517 @MFA_China @SpokespersonCHN Hello World, Chink man is here. We, Chinese Chinks and CCP comrades, would like to apologize to the world. Our founding father Mao Zedong taught that we CCP members had to lie. Thus, we have to engage in falsehood and deception. Forgive us, lest we forge another virus. https://t.co/NkWAjXOnzW",Hate,1.8907354838709678,1.746725806451613,1.5290322580645164
333,Breaking news - China death toll reaches 2007 people. My ass. Maybe 2000 deaths just today. You don't quarantine 760M people (10% of earth pop.) and shut down your economy for 70k+ infected people and 2k deaths. China is full of shit. #Coronavirus… https://t.co/Qkndqcu3ed https://t.co/agGzQNRg11,Hate,1.7564079999999997,1.6565800000000002,1.7919999999999998
334,Watching the Pats beat Falcons in Super Bowl and these a-holes interrupt for this stupid shit #ChineseVirus #CoronaUpdate #coronavirus #Covid_19  @realDonaldTrump  @AnnCoulter @IngrahamAngle @,Neutral,1.5416583333333334,1.6533416666666667,1.633333333333333
335,"Fuck the @WHO, ya'll are a bunch of sold out, limp dicked hacks failing to repurpose the world around the bitchass chink regime of Xi Ginping. I have no respect for you, or that lying piece of shit dirtbag government. #chinavirus #deathtoprc",Hate,1.6977000000000002,1.6653000000000002,1.4222222222222223
336,What the he’ll is racist about a damn border wall? I guess Israel is racist and China too they both have walls. Oh and by the way there’s a wall in heaven according to the Bible,Neutral,1.7794999999999994,1.5186866666666663,1.3533333333333333
337,Can't really say that I care that Asians are experiencing racism. they are the most racist towards blacks after whites. https://t.co/4Nnoriqgbo,Hate,1.8553125,1.68599375,1.3875
338,"@fleetwood_gb What's the problem? You hate Chinese bcz you think that this virus only because of them? I'm sorry, but are you blind ?? All people know that this virus is a political war. And government tries to distract people to do their thing. THEY KILL PPL, NOT ONLY CHINESE!!!",Counterhate,1.6914153846153848,1.742592307692308,1.4512820512820515
339,👀🧐  HOLY SHIT  🤬🤬🤬🤬🤬🤬🤬  F💥ck the Democrats  Warning: your BP will rise. You will be pissed  🚨Dems introduce bill that gives illegals ChinaVirus aid🚨  NO!   👉How many illegals are right now over taxing our healthcare system?  https://t.co/qbGf0Oq3Hn,Non-Asian Aggression,1.8422913043478262,1.7042130434782612,1.6260869565217393
340,@DrYoung06 @DeAnna4Congress @maddad0921 Guess what it's a #ChineseVirus and will always be remembered as such just like the Spanish flue Build a fucking bridge and go across Life isnt always a rose garden,Hate,1.8882962962962966,1.6445592592592593,1.5185185185185182
341,"Trump’s retard. But fuck Chinese communists! I used to pile on people for calling it ""Chinese Virus"". It is fucking ""Chinese Virus""! Chinese knew about this contagious virus early on, tried to muzzle those who red flagged it; &amp; made them die. Families of all dead must sue Chinese",Hate,1.686831578947368,1.7539552631578947,1.7421052631578948
342,"#fuckchina for eating dogs. For boiling them alive! I hope there comes a day, where those who are doing this, are legal to kill the same way you kill animals. I hope you end up being tested on and boiled alive!  This is the reality you people want to live in? Filthy country!",Hate,1.8649860465116277,1.7198906976744184,1.4790697674418605
343,"This mentality is rlly the reason why covid-19 is now a pandemic. Countries here in Asia are TRYING REALLY HARD, despite insufficient funding and incompetent Govt. But everyone tries. Meanwhile westies take shit for granted. Now look at yall",Counterhate,1.7739407407407408,1.542440740740741,1.3703703703703705
344,"@Collinstaxacct @MFA_China As a normal person,please say human words. Trumple said chinese virus,it's come from China. Truple said your a shit,do u come from Trumple asshole. What's white lung in Sep,2019,do chinese logged in American aircraft carrier.",Non-Asian Aggression,1.7862739130434782,1.6218434782608695,1.834782608695652
345,"#auspol - all you idiot politicians playing with #Australian lives for the sake of $$$ 💰 from the #Chinese - your disservice to the public won’t be forgotten at the ballot office. All the retarded bureaucrats who think you are safe, #Coronavirus affects you too. #TravelBan",Hate,1.8063387096774193,1.5757935483870964,1.3225806451612903
346,"@brianstelter FUCK OFF! why hasn't the coronavirus killed more Americans than the flu?   Oh yeah, that's right because the Flu has a higher mortality rate than this ChineseBiologicalChemical virus!",Hate,1.7535,1.585604761904762,1.3523809523809525
347,Almost half of my colleagues lost their jobs today :(  Fuck you #China. Fuck you to the moon.  — #ChineseVirus https://t.co/cz1zggvrnu,Hate,1.7104666666666666,1.7666133333333331,1.533333333333333
348,"@AnimalsInnocent The only virus on the planet are these damn Chinese, I know that some of them are not bad people, but for the most part they are shit 🤬Asian culture in general is shit, their gastronomy",Hate,1.6360249999999998,1.6403937500000003,1.4125
349,"@DrEricDing Chinese always have this shit, like with thousands crime of evil CCP, they still tries to advocate for CCP, apparently it's in your gene. Now embrace it, since the CCP= Chinese, Wuhan coronavirus is Chinese virus.",Hate,1.8810222222222224,1.6974962962962967,1.629629629629629
350,"What. The. Fuck. Is. This. Boomer. Saying.  ''Durrr, the DemocRATS released a virus in WUHAN to try and get back a DRUMPF''",Non-Asian Aggression,1.8241333333333338,1.6142,1.6499999999999997
351,China leaked that shit from a lab 100%,Hate,1.66155,1.6091499999999999,1.5
352,The Commie Chink bastards should pay for this global pandemic.,Hate,1.6693166666666668,1.6601666666666663,1.3666666666666665
353,That way I would have won as well as I'm probably the only one who still Idolizes him after all these years. This was his moment but this Chinese virus has sucked the damn joy out of everything. Damn you!!!!,Neutral,1.8014542857142857,1.613382857142857,1.382857142857143
354,@BarackObama Hello?  Anyone home???  @barackobama We have a fucking Chinese virus pandemic going on in the world. Can you stop with the “transformation” for a decade or two and talk about saving LIVES!!  This is REAL science!!!!!!!!!,Non-Asian Aggression,1.8432551724137933,1.6937793103448275,1.572413793103448
355,IM SO TIRED OF THE BLATANT RACISM BRUH UR CORONAVIRUS JOKES ARENT FUNNY UR BLTANT RACISM TOWARDS ASIAN PEOPLE OR CHINESE RESTAURANTS ARENT FUNNT SHUT THE FUCK UP,Counterhate,1.8184999999999998,1.8276124999999996,1.9125
356,@TeamYouTube @Fight4HongKong What about the pro-China shits? You just let them go even they talk about coronavirus?,Neutral,1.8359166666666666,1.4885666666666666,1.3166666666666667
357,'Unique ordeal': Wuhan evacuees head home after 14 days quarantined in Darwin https://t.co/xpy7zkkWoI via @ABCNews Absolutely amazing no whinging &amp; bitching about racist Australians &amp; the shocking quarantine conditions now ? I’m sure they thought it would be like Chinese camps !,Neutral,1.8286857142857145,1.6790964285714285,1.5999999999999999
358,"@Nomor20420471 @CABO_BABY @ErinMayeQuade @atrupar The Communist Chinese are trying to place the blame of the CHINESE VIRUS on American men and women, our Troops! Our men and women are not responsible for the deadly virus that is now in 150 countries, killing thousands of people. I stand with Americans and will not allow it!",Hate,1.7290318181818178,1.7199590909090914,1.718181818181818
359,"@BetelgeuseDeo @fehler_thomas @permitstu @Adanger15 @PEACHYBLACKG0RL @misterpac_ If you want to blame someone, blame the Chinese government for failing to regulate and properly inspect all food and trade that comes in and out and is distributed throughout retail shops. But if you blame your Chinese neighbor for spreading the virus, you are fucking dumb.",Hate,1.7436238095238097,1.6891380952380954,1.5333333333333334
360,@R_S_S___ @XHNews so how do we wuhan people against the virus？by useing the useless masks？funny mud pee and go fucking yourself,Non-Asian Aggression,1.6487333333333332,1.7877666666666667,1.5866666666666667
361,"at the hip in Boston's seedy Chinatown with wall to wall whore parlors that sell sex.  @MichelleJWu  if you want to be an expert in health, medicine go back to school  and get your degree. You ARE NOT an expert on the Coronavirus. If citizens decide it's safer to stay away do be",Non-Asian Aggression,1.7927465116279067,1.5969488372093021,1.562790697674419
362,fuck china,Hate,1.0,2.6667,1.4
363,All #Duterte needed to do was read the script and he still couldn't help himself from sucking Chinese dick! SICK OLD MAN! #CoronavirusPandemic #COVID19 #coronavirus,Non-Asian Aggression,1.79645,1.7159666666666664,1.6555555555555557
364,A white war between the humans and virus whatever Chinese virus or corona virus (COVID-19) So thousands of crowds must be staying in a line No religions No racism  this is a notification for the humans More like a Alarm,Neutral,1.6900083333333336,1.6942277777777777,1.6333333333333337
365,"@pushforward40 @charliekirk11 The Chinese have been trying to kill us for a very long time.  Poisoning our dogs, tainted Sheetrock, and now biologically producing a virus that kills massive amounts of people worldwide.",Hate,1.737004,1.7836520000000005,1.6960000000000002
366,This shit a global pandemic i wish they stop lying to us    South Korea becomes most infected country outside China for coronavirus as cases spike  https://t.co/oI4vRO3usy,Hate,1.8328277777777775,1.6971000000000003,1.7333333333333334
367,@wzndlnxx @ankit91364294 @Nirajkc150Niraj @China_Amb_India @the_hindu @businessline U people eat fresh live shit with all virus bacteria fungus !! U people don't leave any living creature 🤮🤮 what tribe of people eats bats and monsters 🤮🤮🤮🤮🤮 #ChineseVirus  making world suffer!!!,Hate,1.913972727272727,1.947077272727273,2.0000000000000004
368,@mttywayne15 @TheWayneOffendr @nickwirbel @ChrisDepo @DanCrenshawTX ‘Congratulations’? Is that another stab at clever snark? Trump created the shit culture. Every weakling who runs around calling Covid-19 the ‘Chinese Virus’ because they think it makes them sound like anything other than a poser patriot fuels the environment created by the GOP.,Non-Asian Aggression,1.809855882352941,1.6968176470588237,1.388235294117647
369,"@nntaleb, CNN rightly highlights despicable racist attacks on Asians, but then falls back on the “flu kills more people” fallacy :-( https://t.co/JuVJvQqwzG",Neutral,1.5410636363636363,1.9658636363636364,1.8727272727272728
370,@DrTedros SHAME!!!  People are dying because of YOU! You received money and benefits from China and you are COVERING CHINA'S SHIT! You don't desesrve to be the leader of WHO! Your colleagues and you are not doing what's the best for all humans. #ChineseVirus #ChinaLiedPeopleDied #CHO,Hate,1.865991176470588,1.6642117647058827,1.4470588235294122
371,@XHNews xi created the chinese virus  china is a shit hole,Hate,1.68075,1.6603875000000003,1.9249999999999998
372,"@DrTedros @WHO @AnnetteMKennedy @ICNurses @world_midwives How much did you get from china for killing innocent human being across the globe, you murderer. #WuhanVirus #ChinaLiedPeopleDie #WuhanHealthOrganisation",Hate,1.8967428571428575,1.5907571428571428,1.4714285714285713
373,@jacquep Everything will be alright as long as the whole country keeps singing Rule Britannia and Land of soap and Tories. That will show that Chink virus whose boss.,Hate,1.8190208333333338,1.559975,1.5999999999999999
374,if Biden started calling it the Wuhan virus every shit lib would try to tell you it was woke of him to do so,Neutral,1.7686095238095239,1.7444666666666666,1.4095238095238094
375,@seanhannity Nothing is more disgusting in America than a virus being spread by fake news .  152 countries around the world have citizens dying of a Chinese Pandemic and all the American mainstream media can do is try to blame it all on the US President.,Hate,1.7332410256410258,1.7319256410256412,1.6410256410256414
376,"The same bitches who say, “Ew. Chinese people so gross with this Coronavirus” are the same bitches who have unprotected sex with strangers and wonder why their coochie itch",Non-Asian Aggression,1.787047826086956,1.629282608695652,1.5043478260869565
377,@9s_Watch @FuckChina721831 @MOFA_Taiwan @WHO The one should shut the fuck up is you #fuckchina,Hate,1.6393444444444445,1.5694222222222223,1.4444444444444444
378,Communist China doing Communist things. That country is fuckin ass.,Hate,1.6566333333333334,1.7140166666666665,1.6666666666666667
379,"COMMIE CHINK FUX SEEK TO CONTROL 'nCoV'//COVID-19 NARRATIVE; China steps up western media campaign over coronavirus crisis https://t.co/lDDKwCkfUa: 'xi', The Whole World knows the truth about u &amp; the 'CCF' Cadre - you mass murderer &amp; Stone-Cold serial killer",Hate,1.725108333333333,1.7722416666666663,1.7999999999999998
380,Lmao chink funny as hell her and veshia 😂😂😂😅,Neutral,1.85714,1.775,1.72
381,"I hope nobody actually needs to be told this, but: odds of someone catching the coronavirus from American/Canadian Chinese restaurants are about as slim as catching it from literally anyone else here. The idea that people should avoid them is not only unfair but fucking asinine.",Counterhate,1.7529824999999999,1.6707275,1.5299999999999998
382,"President Trump is doing a great job. The weight of a Nation is on his shoulders and he is forging forward. Perhaps instead of bitching, why not jump in and help? This #ChineseVirus affects all Americans; it affects the world. #COVID19 #coronavirus https://t.co/j9b1HaZae1",Neutral,1.7648064516129032,1.617032258064516,1.3935483870967742
383,"Fuck China,spreading the virus all over the world,shame on you! #WuhanHealthOrganisation #ChinaLiedPeopleDied #ChinaIsAsshoe #ChinaVirus",Hate,1.4515285714285715,1.7663428571428572,1.5142857142857142
384,"If you Democrats think you got you ass whooped in 2016 think again.   You have no fucking clue what's going to happen in Nov.   After 3 1/2 years of your BS &amp; now this CHINESE Virus, America is going to rise up &amp; crush the entire works of you MUTTS.   @realDonaldTrump #KAG https://t.co/rsmmtzSSIb",Hate,1.7856184210526311,1.7353947368421054,1.442105263157895
385,"@HandongOliver @goodboy1021 @SpokespersonCHN @WSJ @washingtonpost @nytimes No, you have been champion for the first few months in chinkna.  How many chinks in your family died? The American soldiers might have also got infected in Wuhan, but the ORIGIN of that virus is still from Wuhan. Do you need coffins?",Hate,1.7441485714285714,1.6391885714285712,1.5028571428571433
386,"@CoombsGill @blaiklockBP @coombsgill Go hug a Muslim or Chinese. Hopefully, you will contract the Chinese virus and die as a  “non-racist” in the name of diversity. Bye!",Hate,1.693447058823529,1.6002588235294117,1.5058823529411764
387,GTFO Andrew Yang. I’m not going to put on a show to appease racists. I’ve seen my parents do this dance their entire lives and they still get called chink in public.,Non-Asian Aggression,1.8550719999999998,1.766676,1.472
388,@realDonaldTrump So do not expect black jew obama black jew leader cuz - to help out - look at who she has for friends - rapers -  Global Trade Disrupted as Companies Reduce Shipments From China Amid Coronavirus Outbreak - https://t.co/I1O1SwgFgi,Non-Asian Aggression,1.745226923076923,1.8422153846153841,1.7000000000000002
389,@moonlightdr1ve Mentel banget chink,Neutral,,,
390,"@WagerSolution @OrlanditoSilva @yummy_peaches83 @Xpressreport @GreenJeanASSET @CurliHeadedFuk @eugenegu @realDonaldTrump Why do MAGAts think this is a valid response when confronted with everything Trump did wrong? 1) It WAS racist. Calling it the “Chinese Virus” is racist. The virus had already spread all over the world, and you’re gonna love this, infected Americans were still being allowed in.",Counterhate,1.7847405405405403,1.6812351351351351,1.4648648648648652
391,@CGTNOfficial His ass burning..due to Chinese virus,Neutral,1.5754000000000001,1.6753,2.1
392,"@vanOnselenP @australian As a Chinese , really want to tell Australia people and the government never never trust CCP! They were born to eliminate human ! This CCP virus is not Chinese virus , we all victims! In the future we will be together to sue the CCP!Otherwise it will happen again! You never know",Hate,1.8281113636363635,1.6674454545454545,1.5000000000000002
393,"If you start a post with ""we aren't racist . . ."" And proceed to record a video of you calling it the Chinese virus, you are racist.",Neutral,1.8688749999999998,1.6126999999999998,1.39
394,"Please don’t offer any helps or sympathy to China, they don’t deserve it. #CCP do very well on create hatred and shameless people in their country. And finally they will killed by themselves (plus whole world.",Hate,1.7849241379310343,1.7092793103448278,1.4275862068965515
395,OOFF. Got called a dirty chink and got told to go back to my home country.   I’m from Nebraska. Home of the free and home of the corn. Let me buy my groceries in peace.,Neutral,1.9228178571428576,1.6557642857142858,1.592857142857143
396,"@RWPUSA @realDonaldTrump Although it doesn’t sound right to say “Chinese virus”, the origin of the Virus is animal (days, cats,bats,rats,snakes,etc) meat market in Wuhan.The virus transferred from animal to human, and then,from human to human. Thus,Chinese people should change their eating habits.",Hate,1.8308612903225803,1.744732258064516,1.7548387096774196
397,"the nhs and the uk gov is a fucking joke, letting the foreigners do all the work in the icu without the correct ppe, whereas the rest of them do admin work because they don't want to contract the wuhan virus (covid 19).",Non-Asian Aggression,1.7166484848484849,1.5743757575757575,1.4060606060606062
398,"@ausgov How about you reconsider our trade arrangements with China and start bringing  back to Australia. They can't (but, will) keep getting away with shit like this. #BoycottChina #australiafirst #ChinaLiedPeopleDied",Hate,1.8127450000000003,1.7116700000000002,1.5299999999999998
399,Trailer for the new #BladeRunner movie! 😬  #COVID #coronavirus #COVIDー19  #china #WuhanCoronavirus,Neutral,1.89285,1.71975,1.5499999999999998
400,This is really fucked up. REAL FUCKED UP. #WuhanVirus #COVID19 #ChinaLiedPeopleDied,Hate,1.8874333333333333,1.9627500000000004,1.3333333333333333
401,"@Ajith_Selva8 @Narayanan3 no idiotic and human virus communists can stand in front of us I have clearly explained how Spain, Italy, other European countries sent back Chinese kits saying faulty equipment has caused the spread of the virus in their countries nasty fellows",Non-Asian Aggression,1.7912085714285713,1.6872457142857145,1.817142857142857
402,"Just when I think shit can’t get more fucked up, the Chinese virus got Joe Exotic https://t.co/8r6cPEmjKL",Hate,1.6289692307692305,1.880453846153846,1.5538461538461539
403,@trishankkarthik Who cares how the Chinese cooked up their numbers. Nobody with an ounce of sense believed them in the first place. But if you look at their actions it will tell you some useful info: their major cities are free of the virus. And they’re shit scared of it coming back.... /,Non-Asian Aggression,1.8458444444444444,1.6931266666666658,1.3777777777777782
404,"@SpeakerPelosi @jaketapper Isn't it interesting that the Chinavirus hotspots are Democrat cities? Sanctuary cities? ""Welcoming cities?"" @SpeakerPelosi @JoeBiden called @realDonaldTrump's China travel ban racist. Look at what they're ""welcoming"" has done. The Democrats have killed thousands of people.",Non-Asian Aggression,1.8328,1.67056,1.46
405,China trolls &amp; their Democrat troll puppets are sitting on most of the hashtags defending the Chinese Community Party &amp; slamming the President. Fuck em! #WuhanVirus,Hate,1.720441176470588,1.7235529411764703,1.5411764705882351
406,@mehdirhasan Middle East countries do not have the medical resources available to its population. The Chinese COVID-19 virus death rate should be 10X that of other countries.,Neutral,1.7462000000000002,1.676990909090909,1.6363636363636365
407,“chinese virus” isn’t inherently racist unless you make it racist you cannot change my mind goodbye americans,Neutral,1.6918538461538464,1.6533,1.6307692307692305
408,@thehill Ain't it awful? It's called the Chinese Virus. Damned Americans just won't take direction from Beijing anymore. Must be all that damned patriotism. Can't seem to get anyone new to commit treason anymore? Have to rely upon the ones you bought years ago? Must really suck to be you.,Non-Asian Aggression,1.7485615384615387,1.6155179487179485,1.3282051282051288
409,"@WSJPolitics @3M are assholes, CCP pillaged the worlds supplies, fuck china, keep the masks in America. I dont care where the resources come from. We all gotta live like assholes now and no one wants to blame on the CCP and the Who   #CCPVirus #coronavirus",Hate,1.797896551724138,1.6665034482758616,1.3517241379310343
410,"This is a good thing. Take back your independence America and stop dealing with Communists and Globalists that's trying to destroy our country. Also, help her rid of the Socialists Democrats in Congress who r selling our country to outsiders.",Neutral,1.830324242424242,1.6864454545454546,1.5878787878787881
411,"@GOPLeader You fucking racist ass. Its not the Chinese Coronavirus, its just the coronavirus.",Counterhate,1.7583333333333333,1.58,1.4222222222222223
412,"@memen7omori @vonderleyen See, how shame one you. Chinese always use this way to force people, like a grand baby. Whatever you said, more people know what is China doing the bull shit these months, at this way we have to thanks for ChineseVirus.  #TaiwanCanHelp #TaiwanIsHelping  #ChinaLiesPeopleDie",Hate,1.7924848484848483,1.7036515151515152,1.4000000000000006
413,I hope ji xinginp gets fucked by a cactus..  #WuhanVirus  #ChineseVirusCorona,Hate,1.9291666666666665,1.8439166666666669,1.3
414,fucking Chinese virus!!,Hate,1.52855,2.32855,2.8
415,@yaboyabz I'm not talking about the church closing I'm talking about blaming the Chinese government for the plague like yeah their actions and shit was questionable but did they create the virus?,Counterhate,1.8582793103448274,1.737606896551724,1.5310344827586204
416,"@CuomoPrimeTime @ChrisCuomo BOCOc,  little ted lieu seems hurt.  Found the source of the “WUHAN virus” term, leading to FAKE outrage.  If you spent a little more time, TELLING THE TRUTH, instead of  FVCKING AROUND LIKE A LITTLE BITCH stooge,  We’d be better off!  https://t.co/QeBdgVthev",Non-Asian Aggression,1.8488928571428571,1.5916392857142856,1.3785714285714288
417,@_ReaalAmerican_ @RudyGiuliani @realDonaldTrump trump closed the border end January to stop the spread from China virus  The dip shit Democrats called him a racist Trump created Chinese virus working group feb 1 Democrats were more worried about impeaching Trump then they were about the virus on feb 1 Democrats are donkeys,Non-Asian Aggression,1.646054054054054,1.622789189189189,1.81081081081081
418,"Politics over past decade has created a permissive racist UK (Muslims, Eastern European &amp; now Chinese).  Hospitality industry is driven by many from these communities. What are we doing to tackle this? “Chinese people targeted with abuse over coronavirus” https://t.co/cgP3KrDtie",Counterhate,1.7207633333333334,1.7642433333333334,1.633333333333333
419,6.64 million jobless claims...  Fuck the Chinese Fuck the Wuhan virus Fuck the Democrats Fuck the toilet paper hoarders Fuck the media Fuck this quarantine,Hate,1.4520631578947367,1.8988263157894734,1.7157894736842103
420,I remember when we first hear about the corona virus we was all let damn them Chinese niggas is wild now look 😟😟😟,Hate,1.8469349999999998,1.7012049999999994,1.54
421,@Huawei Fuck u chinese you are virus #ChineseWuhanVirus #ChineseCoronaVirus #ChineseVirus19,Hate,1.5333400000000001,1.9381,1.7599999999999998
422,@oged07 @anthonytao @DoubleEph Same people that tried to tell Americans they were racist for calling it the Chinese virus.,Neutral,1.8161642857142855,1.6840071428571428,1.5571428571428572
423,"@TheSun This isn't racist you fucking morons!!!! It's the Truth! Oh wait a minute this is The Sun Newspaper page. .Oh yeah, all your journalists write BULLSHIT! Maybe when you get the virus you would also hate the filthy Chinese for what their wet markets have done.",Hate,1.7674621621621616,1.5632918918918919,1.5027027027027027
424,@DonaldJTrumpJr If they would’ve put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could’ve been accomplished already!,Non-Asian Aggression,1.6557318181818181,1.6803136363636362,1.4909090909090907
425,@AmoneyResists #Trump2020 saved lives when he shut down travel from China while #liberals screamed #racist.  Results matter.  What have liberals ever accomplished?  Seriously!  What?  Anything?  #Detroit?  Shit on the streets in San Francisco?  #SanctuaryCities are the hotspots for #WuhanVirus,Non-Asian Aggression,1.7092875,1.7596958333333337,1.5583333333333333
426,@GordonGChang @CPAC @SaraCarterDC All countries need to refuse any Chinese people from entering their countries until China allows the world medical professionals and media to investigate their country for virus related info.,Hate,1.8029925925925923,1.7408259259259258,1.762962962962963
427,That’s Chinese in CCP controled China! Do you think they are human kind? I don’t! They look human kind but they are evil!,Hate,1.89885,1.7463111111111114,1.522222222222222
428,Funny how all those so called experts who were screaming (just the flu.) Are now telling everyone how they have been warning about #COVID19 from day one. When i started in was me translating chinese puting out warnings. While being called crazy. (Experts my ass)!!!,Non-Asian Aggression,1.8578,1.7515999999999996,1.5657142857142858
429,"@Shakypro @AyesheI It's NOT the 'Chinese Virus', it's Covid 19. That's the problem, that's why it's racist. If you (universal 'you') since white people suck, basically anyone who 'looks Asian' to them get spit on, hit etc. It's not just the name, it's the racism being showed towards them right now.",Counterhate,1.771942424242424,1.5247909090909089,1.3636363636363635
430,@XieYuanzhao @ChineseEmbinUK It is called the “Chinese Syndrome” —chink man. https://t.co/7SIg9ffzVC,Hate,1.8392,1.5277800000000001,1.56
431,@ChinaScience @MicrobiomDigest Chinesevirus killing million of Innocent people in 205 countries,Hate,1.9847857142857144,1.8928285714285713,2.2285714285714286
432,They eat shit never a truer word spoken #China #ChinaFlu #KungFlu #diseasedpeople #BanChineseWetMarkets #BanChina https://t.co/0dRxms1KVT,Hate,1.794442857142857,1.7932142857142856,1.6857142857142857
433,"@Enjoneer01 @IlhanMN Asking to happen is about as stupid as demanding a cure for Wuhan Virus to be done tomorrow .   Omar is all shit talk , mostly about things she has no idea about . Lip service that sounds pretty .",Non-Asian Aggression,1.7930500000000003,1.700805882352941,1.5
434,"@SenSchumer Aww, was the big bully pwesident mean to little chuckie.  Whiny, little bitch.  #cutiepie #ChineseCoronaVirus #WuhanVirus",Non-Asian Aggression,1.6689428571428573,1.4539285714285715,1.542857142857143
435,"@davemacladd My partner, just off the phone to her bestie who is convinced that Coronavirus was made by the Chinese and sent to us in revenge for not allowing Huawei to install our 5G. If only we could have a virus that only infected the 'thick as shit' in the population, I despair.",Non-Asian Aggression,1.7983999999999998,1.5877724999999996,1.4150000000000003
436,"🇺🇸🇺🇸🌺🌹🤩🌷🌼🇺🇸🌼🌷🤩🌹🌺🇺🇸🇺🇸 Could you imagine how infected with the Chinese virus America would be if the Wicked Witch of San Francisco, Nervous Nancy, was allowed to make the decision about limiting travel from China?  We'd be fucked!  God Bless America! God save our POTUS!",Non-Asian Aggression,1.907163333333333,1.7072666666666663,1.4533333333333336
437,@chuansao25813 @Bearsaroo @kriseva38514144 @AmbLiuXiaoMing We wouldn't have the fucking virus if chinese government had constrained it.,Hate,1.6456,1.8334200000000003,1.7600000000000002
438,@dpIGqWEmkTGM1HA @bigboobyforlyf @gogoakback @bikash63 @vikaspandey7391 Stfu chink y'all suck mudafakaas..,Hate,,,
439,"@TedDBexar well, that's just downright stupid.  Kills himself because he worried about the Chinese virus?  Damn. Some people......",Non-Asian Aggression,1.7191545454545454,1.6187272727272728,1.6
440,"Trump says the coronavirus is a hoax. Put your money where your mouth is, bitch - go to China. Now. #Coronavid19",Non-Asian Aggression,1.8990166666666666,1.6193583333333335,1.5166666666666666
441,"@TheQueenSade @EnglishFox101 @KevinRampling You are fucking kidding right? Have you seen the videos of the Wuhan wet market or photos of the facilities that were hastily constructed to deal with the virus? If you had, you wouldn't be spouting this absurd bullshit. Do some research and stop being a fucking clueless tosser!",Non-Asian Aggression,1.8379875,1.7413575,1.5000000000000004
442,"Amazing,, the only people dying from the Coronavirus are those in Socialist, Communist countries. Yet there’s people voting for their government health care system here in America. Bernie and the Democratics promising shit for votes works for uneducated college age students.",Neutral,1.738263636363636,1.7000848484848485,1.6181818181818182
443,"@AliciaRedd2 @itsJeffTiedrich @realDonaldTrump I FUCK YOU baby, beautiful Only trump have guts to say CHINESE Virus and to take action against china. https://t.co/VTiOBn27zU",Hate,1.7693733333333335,1.8124866666666668,1.7466666666666666
444,@NikkiHaley @NavroopSingh_ @standamericanow Fuck u china 🖕 What u did to world is a nothing less than a war crime. The entire world is paying a huge price because of this filthy bastard country china. Once this pandemic is over the entire world should come together to make china pay for its crime.  #ChinaLiedPeopleDied https://t.co/AzYekcwrmI,Hate,1.7182024999999996,1.6064425000000004,1.525
445,"@Instablocked @CC03223046 @fat_lenin @Telescopemt @jenningsrall @Reuters I didn’t call you racist,dude. I called the another prick here who was calling saying that Spanish flu is Spanish because of its name and he was calling the SARS-CoV-2 the “Wuhan Virus” and being racist towards the Chinese. Looks like he deleted his account though,lmao.",Non-Asian Aggression,1.8620081081081081,1.6631918918918918,1.4216216216216215
446,My dad has a wild ass theory. He was in Wuhan at the end of November and was sick for most of December with fever and the worst sounding cough ever. Also I got sick when I visited. He thinks we already had the coronavirus 😂😂😂,Neutral,1.7589210526315788,1.6681815789473682,1.536842105263158
447,@SUPTlX no im just a chink,Neutral,1.7436,1.6643,1.0
448,Don't let the chinese see this they will probably eat it and create som Venom shit type of virus,Hate,1.7440117647058826,1.7547529411764704,1.588235294117647
449,@cravecreative @Tiamatst81 Horrible stuff.  Good for you for showing it.  BardsofWar on Youtube has talked about Wuhan being hotbed of Nationalists and Coronavirus may be cover for suppression (and of course the maneStreemMedia somehow does not cover Hong Kong).  The gore and filth of communism.,Non-Asian Aggression,1.7605925925925925,1.658377777777778,1.4
450,Chinese people be weird af... now there’s going to be another virus outbreak cuz these fucks like to eat weird shit,Hate,1.7892666666666668,1.8644555555555558,1.6666666666666665
451,China kills students on 4.6.1989. It keeps lying no one died. In Recent years China kills #HongKong #tibet #Uyghur ppl. Now it is killing ppl in the world by #ChineseVirus #COVID19 #ChinaLiesPeopleDie #China_is_terrorist  #ChinaVirus,Hate,1.595735,1.6369999999999998,1.67
452,#COVID19 so this all started cuz some chinks want bat soup 🤡🤡🤡,Hate,2.0208375,1.7782625,1.575
453,Love how people are starting to call it the CCP virus cuz its the Chinese governments fault we're all stuck inside cuz theyre power mad fuck heads.,Hate,1.7288476190476192,1.8482857142857143,1.5904761904761904
454,I could say a lot about you dirty no good mfs witcha chink ass eyes and you and ya whole fuckin fam stinking up the apartment hallway with ya nasty ass food and fish soups or let’s talk bout how you’ve turned downtown Oakland into a fuckin pigsty filthy bitches watch ya mouth,Hate,1.8762114285714282,1.6301628571428572,1.7885714285714287
455,@TiffySweeney wouldn’t go back to my ex not even for the chinese virus cure. I rather fucking croke,Neutral,1.73735,1.7112214285714287,1.6428571428571428
